time,frequency,confidence
31.660,42.023,0.189549
31.670,42.391,0.166590
31.680,43.890,0.223792
31.690,50.744,0.115361
31.700,50.957,0.150027
31.710,35.677,0.075155
31.720,34.262,0.068024
31.730,34.157,0.143259
31.740,33.838,0.134725
31.750,32.827,0.533053
31.760,32.654,0.600614
31.770,32.270,0.306403
31.780,32.146,0.052462
31.790,34.034,0.246389
31.800,34.173,0.060651
31.810,32.938,0.066517
31.820,32.586,0.007429
31.830,32.972,0.004935
31.840,57.662,0.011881
31.850,33.187,0.036322
31.860,1228.653,0.006099
31.870,36.386,0.004844
31.880,36.522,0.024514
31.890,43.521,0.038292
31.900,36.023,0.025101
31.910,35.587,0.024123
31.920,55.027,0.012567
31.930,31.962,0.037251
31.940,122.930,0.052684
31.950,32.163,0.054787
31.960,40.530,0.061384
31.970,43.314,0.027000
31.980,52.246,0.103351
31.990,52.001,0.452174
32.000,51.702,0.336085
32.010,52.203,0.285697
32.020,53.691,0.130869
32.030,54.628,0.016198
32.040,54.829,0.004770
32.050,34.900,0.075574
32.060,34.604,0.301985
32.070,106.241,0.076173
32.080,56.699,0.035500
32.090,33.592,0.007692
32.100,35.439,0.030092
32.110,36.195,0.015823
32.120,46.471,0.056045
32.130,54.480,0.013945
32.140,163.150,0.062164
32.150,163.959,0.049182
32.160,1849.179,0.008288
32.170,35.068,0.073718
32.180,34.538,0.145378
32.190,32.973,0.042839
32.200,32.132,0.047012
32.210,125.581,0.016122
32.220,36.123,0.030834
32.230,35.585,0.098288
32.240,35.437,0.088542
32.250,35.599,0.026864
32.260,35.461,0.094495
32.270,35.279,0.031021
32.280,33.556,0.027311
32.290,32.301,0.031994
32.300,76.876,0.057675
32.310,35.925,0.489964
32.320,35.276,0.348922
32.330,34.201,0.031982
32.340,127.856,0.012307
32.350,48.760,0.008968
32.360,48.809,0.010225
32.370,1319.827,0.010260
32.380,40.923,0.008984
32.390,40.200,0.056514
32.400,42.551,0.063043
32.410,54.366,0.009312
32.420,1231.810,0.019673
32.430,1229.488,0.025767
32.440,1227.930,0.019029
32.450,1876.451,0.025402
32.460,1174.567,0.023337
32.470,1169.523,0.017211
32.480,1170.385,0.023344
32.490,1171.853,0.009352
32.500,1312.782,0.011639
32.510,54.788,0.014305
32.520,55.522,0.056056
32.530,56.146,0.502689
32.540,56.738,0.101663
32.550,35.206,0.037042
32.560,128.252,0.041340
32.570,41.747,0.025691
32.580,41.699,0.018131
32.590,32.764,0.095379
32.600,332.774,0.014487
32.610,372.085,0.018320
32.620,379.891,0.026869
32.630,371.679,0.016726
32.640,361.295,0.041214
32.650,1042.240,0.025995
32.660,1036.095,0.026130
32.670,431.057,0.021026
32.680,595.031,0.027207
32.690,41.286,0.007501
32.700,32.960,0.044623
32.710,32.933,0.042714
32.720,39.139,0.025400
32.730,440.842,0.025032
32.740,440.546,0.064956
32.750,441.338,0.026308
32.760,440.775,0.037504
32.770,445.676,0.038582
32.780,32.626,0.160430
32.790,988.351,0.019310
32.800,1020.453,0.022662
32.810,84.207,0.011677
32.820,33.138,0.010223
32.830,966.396,0.009854
32.840,42.902,0.014080
32.850,42.350,0.024679
32.860,53.672,0.010776
32.870,32.117,0.013156
32.880,43.546,0.022837
32.890,43.744,0.209136
32.900,43.664,0.093716
32.910,43.030,0.046529
32.920,60.812,0.025263
32.930,59.709,0.031289
32.940,33.587,0.192846
32.950,405.474,0.082543
32.960,411.405,0.060164
32.970,42.331,0.017135
32.980,34.160,0.018188
32.990,33.756,0.160581
33.000,34.980,0.308185
33.010,35.406,0.217706
33.020,34.628,0.065885
33.030,37.940,0.004498
33.040,37.837,0.007328
33.050,37.670,0.054143
33.060,39.671,0.033171
33.070,33.559,0.117108
33.080,33.743,0.402270
33.090,33.604,0.156391
33.100,35.674,0.100729
33.110,39.789,0.007001
33.120,34.967,0.044333
33.130,32.204,0.090881
33.140,32.065,0.086934
33.150,32.031,0.109693
33.160,32.035,0.026494
33.170,32.156,0.016467
33.180,32.224,0.017954
33.190,32.265,0.152888
33.200,32.180,0.423444
33.210,32.125,0.325183
33.220,34.146,0.133899
33.230,33.814,0.110897
33.240,34.368,0.049433
33.250,34.616,0.126542
33.260,34.563,0.371050
33.270,33.456,0.038308
33.280,32.595,0.021876
33.290,32.840,0.010602
33.300,32.938,0.037813
33.310,35.960,0.058186
33.320,36.302,0.091332
33.330,36.199,0.008750
33.340,32.997,0.076233
33.350,33.145,0.039860
33.360,33.588,0.110372
33.370,32.527,0.131042
33.380,32.920,0.121931
33.390,33.998,0.177513
33.400,34.700,0.385714
33.410,34.755,0.361234
33.420,34.345,0.035220
33.430,55.129,0.053671
33.440,32.251,0.033835
33.450,1819.535,0.015188
33.460,34.835,0.092975
33.470,35.157,0.178957
33.480,35.080,0.082042
33.490,34.814,0.279319
33.500,34.982,0.146460
33.510,32.236,0.036509
33.520,53.652,0.006836
33.530,53.495,0.055642
33.540,52.594,0.014981
33.550,32.317,0.010444
33.560,130.999,0.037649
33.570,34.880,0.463341
33.580,35.076,0.562723
33.590,35.284,0.098911
33.600,35.461,0.074712
33.610,34.865,0.155865
33.620,35.040,0.371667
33.630,34.961,0.395188
33.640,33.578,0.092573
33.650,35.218,0.030344
33.660,32.337,0.013468
33.670,32.405,0.020386
33.680,34.104,0.066621
33.690,34.206,0.117182
33.700,34.414,0.017457
33.710,32.865,0.004902
33.720,33.128,0.013222
33.730,32.607,0.103784
33.740,33.089,0.045014
33.750,45.905,0.017825
33.760,45.527,0.124066
33.770,58.506,0.051754
33.780,119.732,0.034049
33.790,39.584,0.059630
33.800,49.327,0.142945
33.810,50.753,0.083011
33.820,53.567,0.020396
33.830,33.318,0.034113
33.840,33.398,0.094502
33.850,33.333,0.117932
33.860,33.572,0.024405
33.870,33.746,0.077919
33.880,34.301,0.031633
33.890,42.290,0.083245
33.900,35.589,0.149889
33.910,41.915,0.202649
33.920,34.249,0.172551
33.930,33.394,0.271320
33.940,32.759,0.133626
33.950,32.092,0.053052
33.960,32.134,0.031078
33.970,32.088,0.091896
33.980,32.201,0.061056
33.990,34.232,0.066990
34.000,34.257,0.125647
34.010,32.371,0.036248
34.020,54.455,0.034477
34.030,32.756,0.379558
34.040,33.098,0.475892
34.050,32.997,0.386571
34.060,33.291,0.505942
34.070,32.949,0.381123
34.080,51.318,0.143996
34.090,51.045,0.122772
34.100,33.321,0.038426
34.110,34.116,0.060665
34.120,32.381,0.011802
34.130,33.158,0.054415
34.140,33.867,0.241709
34.150,33.925,0.450603
34.160,33.757,0.034127
34.170,54.379,0.033748
34.180,33.114,0.116756
34.190,32.780,0.540426
34.200,32.555,0.119982
34.210,32.397,0.168766
34.220,32.411,0.082656
34.230,35.612,0.144430
34.240,33.797,0.193668
34.250,33.793,0.231971
34.260,33.662,0.052344
34.270,32.321,0.045875
34.280,32.518,0.132682
34.290,33.409,0.110859
34.300,39.783,0.028354
34.310,55.197,0.048510
34.320,54.310,0.036820
34.330,33.661,0.007587
34.340,33.203,0.047515
34.350,33.199,0.259014
34.360,32.594,0.369357
34.370,43.030,0.037244
34.380,32.393,0.017005
34.390,59.864,0.117584
34.400,57.355,0.089489
34.410,57.534,0.051099
34.420,32.225,0.019491
34.430,32.400,0.006965
34.440,32.231,0.009047
34.450,32.387,0.011304
34.460,34.068,0.329861
34.470,32.382,0.044363
34.480,32.151,0.007945
34.490,32.114,0.022379
34.500,32.258,0.017853
34.510,33.058,0.160154
34.520,39.263,0.241005
34.530,36.798,0.273615
34.540,34.974,0.109796
34.550,33.302,0.038307
34.560,33.153,0.021660
34.570,33.132,0.019516
34.580,32.095,0.109120
34.590,32.226,0.030332
34.600,32.550,0.025435
34.610,35.605,0.235450
34.620,35.589,0.232968
34.630,35.618,0.303537
34.640,34.057,0.065402
34.650,33.514,0.121830
34.660,33.702,0.157230
34.670,33.210,0.125186
34.680,32.395,0.298303
34.690,32.206,0.055798
34.700,33.155,0.010686
34.710,51.584,0.031692
34.720,34.823,0.097485
34.730,35.368,0.308079
34.740,35.781,0.293349
34.750,35.452,0.099204
34.760,33.509,0.050051
34.770,32.225,0.086698
34.780,32.229,0.015787
34.790,32.247,0.010728
34.800,32.533,0.011436
34.810,32.461,0.396177
34.820,32.554,0.530867
34.830,32.816,0.500386
34.840,39.549,0.258871
34.850,39.859,0.426645
34.860,42.239,0.322028
34.870,42.343,0.130556
34.880,33.259,0.186419
34.890,33.214,0.111343
34.900,32.753,0.120972
34.910,32.840,0.026022
34.920,282.757,0.132347
34.930,282.514,0.037495
34.940,273.529,0.019010
34.950,32.401,0.010076
34.960,134.574,0.025707
34.970,32.348,0.006475
34.980,55.134,0.007744
34.990,32.188,0.165926
35.000,62.069,0.099684
35.010,54.793,0.055724
35.020,54.473,0.054916
35.030,48.557,0.058724
35.040,33.975,0.064677
35.050,32.462,0.066972
35.060,32.000,0.069544
35.070,40.556,0.307561
35.080,40.067,0.109705
35.090,40.094,0.126708
35.100,40.086,0.073480
35.110,33.045,0.096470
35.120,32.907,0.100077
35.130,33.125,0.154733
35.140,32.642,0.098948
35.150,56.337,0.055299
35.160,56.322,0.032958
35.170,35.388,0.018035
35.180,37.145,0.088192
35.190,36.110,0.032673
35.200,34.369,0.096445
35.210,32.609,0.237013
35.220,32.231,0.250392
35.230,89.095,0.071903
35.240,89.722,0.270325
35.250,32.776,0.048269
35.260,31.910,0.064854
35.270,31.917,0.040535
35.280,32.135,0.074155
35.290,32.170,0.072045
35.300,32.492,0.013370
35.310,32.474,0.013098
35.320,54.584,0.011798
35.330,43.178,0.011546
35.340,32.208,0.026918
35.350,35.387,0.189303
35.360,35.122,0.187517
35.370,45.285,0.237977
35.380,46.631,0.574131
35.390,34.285,0.132240
35.400,34.063,0.230991
35.410,40.471,0.035876
35.420,37.597,0.035352
35.430,36.711,0.253149
35.440,36.219,0.301586
35.450,66.439,0.108483
35.460,32.603,0.103268
35.470,52.224,0.123701
35.480,35.414,0.263170
35.490,35.288,0.065149
35.500,33.197,0.099652
35.510,32.561,0.075133
35.520,32.140,0.072378
35.530,32.040,0.050823
35.540,32.047,0.030124
35.550,53.946,0.099267
35.560,54.698,0.140022
35.570,54.482,0.036730
35.580,40.257,0.010972
35.590,32.029,0.008155
35.600,32.001,0.086449
35.610,32.242,0.063849
35.620,52.315,0.064897
35.630,52.049,0.164282
35.640,51.527,0.123545
35.650,32.663,0.490227
35.660,32.608,0.126247
35.670,32.266,0.041135
35.680,39.964,0.045075
35.690,42.527,0.102240
35.700,42.713,0.266309
35.710,54.100,0.049701
35.720,53.834,0.065294
35.730,53.297,0.084953
35.740,34.518,0.128624
35.750,35.429,0.174881
35.760,34.239,0.110421
35.770,33.882,0.069528
35.780,33.060,0.077663
35.790,39.043,0.106974
35.800,37.946,0.002688
35.810,35.728,0.014725
35.820,42.406,0.054636
35.830,32.129,0.023337
35.840,32.125,0.133343
35.850,33.224,0.204485
35.860,33.482,0.397532
35.870,33.010,0.282507
35.880,39.961,0.023100
35.890,34.148,0.109282
35.900,35.627,0.082457
35.910,1817.532,0.007052
35.920,1784.858,0.021583
35.930,1187.864,0.012364
35.940,1825.383,0.022593
35.950,55.333,0.016731
35.960,1823.446,0.049136
35.970,1821.420,0.045498
35.980,1831.391,0.029334
35.990,1819.443,0.019341
36.000,33.970,0.314731
36.010,34.199,0.040507
36.020,921.340,0.089420
36.030,1839.759,0.137834
36.040,1818.621,0.117493
36.050,1831.876,0.087700
36.060,1842.174,0.038708
36.070,1842.832,0.034178
36.080,403.248,0.019081
36.090,1184.837,0.019581
36.100,1178.354,0.033804
36.110,1230.830,0.019190
36.120,1229.911,0.022077
36.130,1766.836,0.030133
36.140,1179.396,0.029183
36.150,1181.397,0.023959
36.160,1788.135,0.024647
36.170,1790.506,0.043186
36.180,1788.773,0.040151
36.190,1790.702,0.025046
36.200,593.450,0.075676
36.210,976.791,0.015710
36.220,1792.969,0.006643
36.230,35.181,0.082309
36.240,33.110,0.091730
36.250,32.425,0.017603
36.260,32.886,0.102904
36.270,32.921,0.084821
36.280,45.637,0.209261
36.290,45.824,0.341810
36.300,45.756,0.098013
36.310,1239.838,0.037245
36.320,1234.627,0.019853
36.330,1176.547,0.011785
36.340,1218.974,0.006074
36.350,1234.715,0.012555
36.360,1220.811,0.005477
36.370,1030.773,0.010289
36.380,1117.082,0.009146
36.390,1007.693,0.014208
36.400,987.522,0.039835
36.410,982.542,0.020542
36.420,945.853,0.005778
36.430,924.912,0.007550
36.440,33.232,0.020020
36.450,32.802,0.067532
36.460,1218.830,0.010114
36.470,1233.566,0.017645
36.480,1223.873,0.047762
36.490,1318.598,0.021995
36.500,1311.668,0.018434
36.510,1324.138,0.016876
36.520,1346.008,0.035051
36.530,1343.602,0.022454
36.540,35.010,0.024949
36.550,35.247,0.019750
36.560,1321.847,0.014269
36.570,1324.642,0.012370
36.580,1885.769,0.005675
36.590,967.878,0.009112
36.600,1881.164,0.013825
36.610,1866.634,0.005024
36.620,938.614,0.007767
36.630,1808.438,0.009154
36.640,1799.698,0.009631
36.650,1783.377,0.014663
36.660,1164.921,0.014733
36.670,1172.406,0.019629
36.680,1229.642,0.036973
36.690,33.006,0.006845
36.700,32.822,0.016414
36.710,32.740,0.011823
36.720,32.716,0.008967
36.730,1032.268,0.014113
36.740,1041.486,0.015676
36.750,1041.194,0.010651
36.760,1136.083,0.010639
36.770,32.134,0.005074
36.780,50.063,0.001833
36.790,43.269,0.002577
36.800,35.536,0.119035
36.810,36.287,0.218229
36.820,36.395,0.067314
36.830,46.407,0.170420
36.840,40.047,0.087643
36.850,39.721,0.083101
36.860,32.515,0.110104
36.870,32.407,0.022102
36.880,1297.075,0.017571
36.890,1318.394,0.014810
36.900,676.695,0.004487
36.910,1981.151,0.003829
36.920,1986.501,0.003633
36.930,1988.796,0.002604
36.940,1055.682,0.001596
36.950,1052.554,0.001986
36.960,1051.502,0.001327
36.970,1050.876,0.001870
36.980,1048.053,0.001890
36.990,1974.178,0.003447
37.000,1976.232,0.009156
37.010,1323.221,0.024703
37.020,1340.996,0.058485
37.030,1347.302,0.045780
37.040,1329.506,0.028478
37.050,1969.685,0.027055
37.060,356.920,0.103366
37.070,664.257,0.030720
37.080,1188.938,0.021445
37.090,1203.187,0.025970
37.100,1234.216,0.046859
37.110,1236.328,0.032050
37.120,1661.190,0.018507
37.130,1181.131,0.062614
37.140,1172.541,0.104145
37.150,1164.800,0.061479
37.160,1156.255,0.008663
37.170,1147.654,0.001995
37.180,1122.566,0.000950
37.190,551.981,0.000818
37.200,1469.104,0.001065
37.210,1094.030,0.001409
37.220,1085.943,0.002008
37.230,1075.015,0.001676
37.240,1065.814,0.001740
37.250,1419.587,0.002682
37.260,1060.625,0.001700
37.270,1060.668,0.003806
37.280,1425.922,0.002440
37.290,1062.752,0.003518
37.300,1089.328,0.004251
37.310,1894.485,0.005365
37.320,34.741,0.003238
37.330,1326.443,0.003926
37.340,1319.562,0.007984
37.350,1319.974,0.013767
37.360,1324.513,0.007972
37.370,1337.690,0.025422
37.380,1332.034,0.090536
37.390,1337.541,0.097810
37.400,1334.592,0.135682
37.410,1330.220,0.137501
37.420,1322.903,0.181683
37.430,1310.629,0.146403
37.440,1305.501,0.134548
37.450,1301.909,0.086778
37.460,1300.466,0.093718
37.470,1299.512,0.025881
37.480,1749.641,0.015496
37.490,1189.529,0.014198
37.500,1177.812,0.039454
37.510,1170.097,0.028093
37.520,1158.442,0.015590
37.530,1143.295,0.003486
37.540,553.170,0.001976
37.550,552.449,0.003525
37.560,551.218,0.001787
37.570,549.636,0.001665
37.580,1088.888,0.002544
37.590,1085.532,0.002960
37.600,1081.403,0.002399
37.610,1415.613,0.002009
37.620,1059.169,0.002109
37.630,1058.091,0.001657
37.640,1986.882,0.004368
37.650,1985.731,0.013357
37.660,1985.574,0.021046
37.670,1976.701,0.011874
37.680,1966.184,0.015612
37.690,1960.291,0.010908
37.700,1946.877,0.004287
37.710,1933.757,0.007354
37.720,1909.204,0.009035
37.730,1891.993,0.013603
37.740,1875.861,0.007647
37.750,1859.922,0.003035
37.760,1852.697,0.000587
37.770,1798.784,0.000281
37.780,1186.472,0.001442
37.790,1761.001,0.002055
37.800,1753.502,0.003428
37.810,1173.915,0.003732
37.820,1165.354,0.005473
37.830,1705.766,0.012979
37.840,1700.936,0.020265
37.850,1694.996,0.014134
37.860,1682.727,0.003953
37.870,1660.805,0.006255
37.880,1658.997,0.005707
37.890,1121.644,0.002571
37.900,1108.251,0.001443
37.910,1110.764,0.001257
37.920,1114.984,0.007465
37.930,1121.896,0.017025
37.940,1111.614,0.013001
37.950,32.090,0.006184
37.960,1312.540,0.009743
37.970,1303.685,0.014924
37.980,1114.932,0.050263
37.990,554.375,0.044661
38.000,551.753,0.021788
38.010,1089.744,0.010323
38.020,1974.801,0.020531
38.030,1980.598,0.049391
38.040,1976.252,0.024451
38.050,1963.656,0.025355
38.060,1961.879,0.008370
38.070,1971.858,0.030180
38.080,1982.153,0.108627
38.090,1979.602,0.034110
38.100,1971.008,0.013066
38.110,1964.184,0.008468
38.120,1966.036,0.019658
38.130,1980.253,0.090506
38.140,1975.850,0.058663
38.150,1962.540,0.024219
38.160,1406.274,0.012998
38.170,1970.565,0.009947
38.180,1969.891,0.010199
38.190,1964.846,0.012914
38.200,1957.347,0.008226
38.210,974.462,0.009860
38.220,978.049,0.016280
38.230,1974.017,0.053754
38.240,1977.511,0.040142
38.250,1963.975,0.026844
38.260,1956.330,0.031534
38.270,1957.537,0.025765
38.280,1945.352,0.015685
38.290,1949.979,0.019473
38.300,1953.186,0.017514
38.310,1946.322,0.010114
38.320,971.497,0.022301
38.330,1971.828,0.052697
38.340,1977.697,0.094585
38.350,1968.344,0.037689
38.360,1955.879,0.028491
38.370,972.618,0.010757
38.380,968.413,0.005542
38.390,1968.628,0.005495
38.400,1967.286,0.005731
38.410,1959.956,0.004850
38.420,1906.401,0.009981
38.430,1869.667,0.104079
38.440,1861.030,0.080980
38.450,1870.690,0.032852
38.460,1901.481,0.023649
38.470,942.721,0.020621
38.480,1854.463,0.193191
38.490,1834.388,0.449368
38.500,1812.427,0.122292
38.510,33.011,0.021212
38.520,1822.006,0.150793
38.530,55.286,0.032826
38.540,457.386,0.075749
38.550,455.304,0.144332
38.560,32.736,0.051588
38.570,52.200,0.261401
38.580,32.619,0.089687
38.590,32.965,0.182452
38.600,33.311,0.289181
38.610,33.561,0.262169
38.620,33.876,0.065446
38.630,1870.519,0.070094
38.640,226.623,0.055849
38.650,33.243,0.196773
38.660,34.084,0.236455
38.670,34.102,0.056352
38.680,34.288,0.029797
38.690,943.360,0.021424
38.700,35.307,0.020365
38.710,35.549,0.009067
38.720,33.796,0.044489
38.730,33.951,0.045472
38.740,34.122,0.082776
38.750,33.728,0.386924
38.760,34.058,0.342525
38.770,33.647,0.549668
38.780,33.352,0.705324
38.790,32.903,0.689855
38.800,32.697,0.540825
38.810,32.314,0.024087
38.820,32.212,0.040802
38.830,32.735,0.037035
38.840,37.672,0.074203
38.850,33.544,0.070257
38.860,33.173,0.421896
38.870,32.911,0.409881
38.880,32.707,0.368888
38.890,56.917,0.023797
38.900,37.090,0.196003
38.910,37.143,0.107407
38.920,37.266,0.116295
38.930,36.376,0.272654
38.940,35.227,0.220217
38.950,34.193,0.298941
38.960,34.393,0.231552
38.970,37.648,0.058751
38.980,32.302,0.023218
38.990,32.394,0.011471
39.000,33.585,0.094823
39.010,33.212,0.110236
39.020,33.186,0.045816
39.030,33.139,0.105028
39.040,32.829,0.285381
39.050,39.890,0.205572
39.060,41.365,0.237889
39.070,40.805,0.127096
39.080,40.293,0.028494
39.090,236.412,0.014304
39.100,33.702,0.034766
39.110,33.628,0.409394
39.120,34.211,0.146590
39.130,32.748,0.044229
39.140,54.676,0.244544
39.150,54.556,0.171137
39.160,34.695,0.043906
39.170,34.547,0.238392
39.180,38.616,0.214538
39.190,33.011,0.173951
39.200,32.242,0.201108
39.210,36.225,0.086813
39.220,36.192,0.073700
39.230,40.208,0.087717
39.240,40.279,0.037114
39.250,40.738,0.008078
39.260,41.113,0.059636
39.270,42.423,0.059297
39.280,42.028,0.298414
39.290,42.164,0.119957
39.300,37.622,0.175613
39.310,37.618,0.187393
39.320,39.791,0.134214
39.330,39.877,0.041045
39.340,32.408,0.006153
39.350,32.430,0.003678
39.360,36.356,0.028477
39.370,36.326,0.234524
39.380,48.830,0.101632
39.390,48.474,0.134811
39.400,34.028,0.104934
39.410,39.332,0.054055
39.420,38.584,0.240068
39.430,38.377,0.089076
39.440,32.330,0.019373
39.450,34.633,0.417611
39.460,34.867,0.195147
39.470,34.733,0.161431
39.480,36.268,0.034635
39.490,35.871,0.066037
39.500,78.644,0.051074
39.510,73.119,0.079571
39.520,35.545,0.039157
39.530,35.574,0.202991
39.540,35.749,0.282329
39.550,36.134,0.060054
39.560,35.465,0.153728
39.570,35.230,0.112483
39.580,34.575,0.360479
39.590,33.602,0.638554
39.600,33.668,0.284899
39.610,32.331,0.120038
39.620,85.300,0.020123
39.630,84.431,0.101813
39.640,85.487,0.072824
39.650,32.430,0.105315
39.660,32.590,0.052217
39.670,32.337,0.021133
39.680,41.286,0.062202
39.690,32.059,0.085103
39.700,32.917,0.560290
39.710,33.470,0.723819
39.720,33.765,0.410342
39.730,33.678,0.093980
39.740,33.549,0.212958
39.750,33.996,0.089208
39.760,55.795,0.085249
39.770,52.285,0.256415
39.780,52.153,0.123903
39.790,49.011,0.073904
39.800,269.840,0.046026
39.810,34.291,0.068223
39.820,32.918,0.346971
39.830,32.885,0.459513
39.840,32.643,0.026465
39.850,32.962,0.013014
39.860,32.941,0.033270
39.870,33.731,0.043252
39.880,34.361,0.324279
39.890,276.416,0.157539
39.900,34.334,0.593811
39.910,33.933,0.212850
39.920,33.247,0.554440
39.930,37.165,0.036275
39.940,37.012,0.274406
39.950,37.262,0.245093
39.960,38.899,0.079691
39.970,38.287,0.209999
39.980,33.323,0.178441
39.990,33.763,0.495402
40.000,33.690,0.420850
40.010,33.646,0.712272
40.020,33.918,0.842888
40.030,33.477,0.749254
40.040,33.034,0.107056
40.050,32.857,0.043887
40.060,39.934,0.056773
40.070,40.017,0.079348
40.080,32.719,0.182747
40.090,36.018,0.257144
40.100,34.530,0.187655
40.110,33.932,0.247776
40.120,33.265,0.257011
40.130,51.834,0.022857
40.140,44.229,0.085085
40.150,44.600,0.011046
40.160,34.875,0.011441
40.170,54.466,0.028467
40.180,54.262,0.026636
40.190,37.855,0.050599
40.200,37.662,0.049107
40.210,36.231,0.029344
40.220,35.638,0.026322
40.230,35.577,0.162520
40.240,35.152,0.105096
40.250,33.299,0.166050
40.260,33.957,0.068002
40.270,34.691,0.392065
40.280,35.184,0.107319
40.290,153.906,0.057198
40.300,52.153,0.089657
40.310,52.133,0.235568
40.320,51.023,0.040522
40.330,51.487,0.057744
40.340,52.083,0.100139
40.350,44.893,0.046972
40.360,33.201,0.594667
40.370,32.632,0.765898
40.380,32.258,0.388760
40.390,32.203,0.037461
40.400,1408.046,0.044702
40.410,41.974,0.029507
40.420,43.329,0.040534
40.430,53.170,0.111767
40.440,51.625,0.129412
40.450,50.988,0.175379
40.460,42.913,0.053918
40.470,39.540,0.142144
40.480,39.083,0.432512
40.490,39.014,0.013111
40.500,1398.541,0.005615
40.510,1395.511,0.017319
40.520,1402.880,0.024017
40.530,1403.395,0.056572
40.540,1106.131,0.010445
40.550,1170.146,0.014833
40.560,1201.921,0.010757
40.570,1175.703,0.014942
40.580,1233.807,0.021268
40.590,1872.587,0.006613
40.600,1859.460,0.012859
40.610,1843.369,0.032436
40.620,1395.328,0.023272
40.630,40.333,0.014651
40.640,39.917,0.079288
40.650,46.341,0.088803
40.660,1406.810,0.024654
40.670,1772.450,0.093352
40.680,1774.948,0.064583
40.690,33.129,0.208601
40.700,32.836,0.068652
40.710,1786.101,0.036479
40.720,1785.623,0.042594
40.730,36.360,0.022910
40.740,38.419,0.084577
40.750,39.080,0.128817
40.760,37.704,0.016899
40.770,32.951,0.034056
40.780,33.168,0.031572
40.790,39.607,0.051149
40.800,44.623,0.021730
40.810,45.279,0.024339
40.820,37.174,0.037921
40.830,33.191,0.117095
40.840,37.424,0.206053
40.850,37.372,0.211890
40.860,38.973,0.136422
40.870,43.139,0.322038
40.880,44.758,0.067554
40.890,33.333,0.168618
40.900,33.548,0.380767
40.910,33.314,0.127398
40.920,47.826,0.094466
40.930,46.781,0.190570
40.940,52.092,0.214785
40.950,51.956,0.694836
40.960,257.876,0.149936
40.970,34.272,0.295065
40.980,33.018,0.044442
40.990,32.298,0.013097
41.000,50.768,0.041158
41.010,35.608,0.037583
41.020,34.686,0.035761
41.030,34.001,0.009603
41.040,33.615,0.089409
41.050,34.127,0.114692
41.060,34.223,0.405461
41.070,33.754,0.168233
41.080,33.395,0.281983
41.090,34.041,0.372814
41.100,34.229,0.097681
41.110,39.652,0.215138
41.120,35.287,0.126835
41.130,32.333,0.017835
41.140,32.311,0.020228
41.150,32.377,0.074751
41.160,32.304,0.444686
41.170,36.099,0.170741
41.180,37.229,0.223346
41.190,37.921,0.070778
41.200,32.335,0.046400
41.210,55.196,0.042328
41.220,55.393,0.016017
41.230,55.947,0.006203
41.240,32.114,0.021414
41.250,32.012,0.058418
41.260,54.451,0.044159
41.270,61.168,0.019775
41.280,37.782,0.079647
41.290,37.465,0.086551
41.300,34.649,0.307606
41.310,39.976,0.146468
41.320,40.850,0.145912
41.330,42.153,0.082778
41.340,46.435,0.010531
41.350,33.109,0.040646
41.360,33.662,0.148755
41.370,34.160,0.029487
41.380,39.348,0.037109
41.390,44.330,0.108602
41.400,44.968,0.482325
41.410,46.473,0.226417
41.420,55.737,0.048435
41.430,55.339,0.048507
41.440,36.489,0.028238
41.450,32.354,0.010782
41.460,32.866,0.007028
41.470,44.570,0.015456
41.480,44.254,0.161572
41.490,43.878,0.062515
41.500,33.125,0.046617
41.510,33.310,0.111413
41.520,33.491,0.070926
41.530,33.399,0.142317
41.540,33.019,0.073956
41.550,32.642,0.163486
41.560,32.679,0.206953
41.570,53.680,0.062525
41.580,52.786,0.057594
41.590,32.032,0.071096
41.600,36.264,0.037007
41.610,32.526,0.043441
41.620,43.247,0.034817
41.630,32.275,0.009252
41.640,459.820,0.126073
41.650,34.772,0.062458
41.660,250.374,0.013717
41.670,32.352,0.008568
41.680,32.943,0.035594
41.690,35.424,0.209582
41.700,35.514,0.193639
41.710,32.636,0.057526
41.720,32.435,0.015736
41.730,32.311,0.031861
41.740,33.500,0.056953
41.750,32.332,0.012129
41.760,33.124,0.009645
41.770,33.409,0.046276
41.780,35.462,0.070752
41.790,36.571,0.033645
41.800,53.903,0.103555
41.810,54.775,0.468347
41.820,55.240,0.445832
41.830,55.509,0.052524
41.840,32.218,0.053665
41.850,32.193,0.028201
41.860,154.031,0.016422
41.870,51.847,0.023452
41.880,35.458,0.156815
41.890,35.748,0.074594
41.900,39.924,0.019335
41.910,40.976,0.034939
41.920,32.673,0.179383
41.930,32.614,0.209646
41.940,32.385,0.028203
41.950,34.228,0.079111
41.960,33.620,0.015480
41.970,55.972,0.001859
41.980,55.738,0.007660
41.990,57.742,0.007923
42.000,70.297,0.019979
42.010,35.775,0.018999
42.020,32.303,0.005175
42.030,54.712,0.069380
42.040,53.104,0.270408
42.050,53.642,0.215609
42.060,48.871,0.050077
42.070,48.689,0.073978
42.080,56.888,0.042435
42.090,56.789,0.033511
42.100,55.406,0.027682
42.110,54.734,0.023555
42.120,142.388,0.020353
42.130,46.618,0.046753
42.140,46.759,0.054983
42.150,33.072,0.036482
42.160,32.404,0.013450
42.170,40.615,0.001974
42.180,42.313,0.012077
42.190,36.283,0.015153
42.200,34.528,0.035884
42.210,33.915,0.021398
42.220,32.287,0.063416
